meta__row_id,meta__record_id,time_index,event_step,meta__asset_id,meta__run_id,machine_status,anomaly_flag,baseline_flag,baseline_score,plot_order_index,event_time
18210,14527689972462359327,18210,18210,asset__001,run__001,NORMAL,0,1,0.5862619856235106,18210,2018-04-13 15:30:00+00:00
18211,3564631710349800332,18211,18211,asset__001,run__001,NORMAL,0,1,0.586047560571805,18211,2018-04-13 15:31:00+00:00
18212,14315255780942975309,18212,18212,asset__001,run__001,NORMAL,0,1,0.5861270248471308,18212,2018-04-13 15:32:00+00:00
18213,10317085968931010055,18213,18213,asset__001,run__001,NORMAL,0,1,0.5873707181331292,18213,2018-04-13 15:33:00+00:00
18214,3284452134766535043,18214,18214,asset__001,run__001,NORMAL,0,1,0.5799991144737366,18214,2018-04-13 15:34:00+00:00
18215,14466677091548114990,18215,18215,asset__001,run__001,NORMAL,0,1,0.5789957204066005,18215,2018-04-13 15:35:00+00:00
18216,9289750465638298939,18216,18216,asset__001,run__001,NORMAL,0,1,0.5795570217546162,18216,2018-04-13 15:36:00+00:00
18217,5496849978812288949,18217,18217,asset__001,run__001,NORMAL,0,1,0.5741817332250306,18217,2018-04-13 15:37:00+00:00
18218,8154109407091579174,18218,18218,asset__001,run__001,NORMAL,0,1,0.5707587359555287,18218,2018-04-13 15:38:00+00:00
18219,3614347498042514384,18219,18219,asset__001,run__001,NORMAL,0,1,0.566538278185481,18219,2018-04-13 15:39:00+00:00
18220,11801898387771294398,18220,18220,asset__001,run__001,NORMAL,0,1,0.5688689340010632,18220,2018-04-13 15:40:00+00:00
18221,12427324676180896897,18221,18221,asset__001,run__001,NORMAL,0,1,0.5643754158228068,18221,2018-04-13 15:41:00+00:00
18222,11120723524417252523,18222,18222,asset__001,run__001,NORMAL,0,1,0.5678367219623581,18222,2018-04-13 15:42:00+00:00
18223,16551560994471989394,18223,18223,asset__001,run__001,NORMAL,0,1,0.567751623653469,18223,2018-04-13 15:43:00+00:00
18224,6862561845612448688,18224,18224,asset__001,run__001,NORMAL,0,1,0.5671637482320012,18224,2018-04-13 15:44:00+00:00
18225,1926039784361191187,18225,18225,asset__001,run__001,NORMAL,0,1,0.5662178378635899,18225,2018-04-13 15:45:00+00:00
18226,15945873217919732190,18226,18226,asset__001,run__001,NORMAL,0,1,0.5646294760794501,18226,2018-04-13 15:46:00+00:00
18227,14388572979097928954,18227,18227,asset__001,run__001,NORMAL,0,1,0.5724153457072989,18227,2018-04-13 15:47:00+00:00
18228,11235279113925207374,18228,18228,asset__001,run__001,NORMAL,0,1,0.5667747282856753,18228,2018-04-13 15:48:00+00:00
18229,5375666332937121140,18229,18229,asset__001,run__001,NORMAL,0,1,0.5575323303683202,18229,2018-04-13 15:49:00+00:00
18230,13956189063999349669,18230,18230,asset__001,run__001,NORMAL,0,1,0.5619239199749937,18230,2018-04-13 15:50:00+00:00
18231,2191615060196574191,18231,18231,asset__001,run__001,NORMAL,0,1,0.5583137206936117,18231,2018-04-13 15:51:00+00:00
18232,3922311898347369489,18232,18232,asset__001,run__001,NORMAL,0,1,0.5645869455421385,18232,2018-04-13 15:52:00+00:00
18233,3848376591388740703,18233,18233,asset__001,run__001,NORMAL,0,1,0.568466129659708,18233,2018-04-13 15:53:00+00:00
18234,4822922718023666130,18234,18234,asset__001,run__001,NORMAL,0,1,0.5702551629219725,18234,2018-04-13 15:54:00+00:00
18235,13349016388777386937,18235,18235,asset__001,run__001,NORMAL,0,1,0.570154409583298,18235,2018-04-13 15:55:00+00:00
18236,17519569684676717249,18236,18236,asset__001,run__001,NORMAL,0,1,0.5716202277895736,18236,2018-04-13 15:56:00+00:00
18237,15605464564655514758,18237,18237,asset__001,run__001,NORMAL,0,1,0.5722403826049647,18237,2018-04-13 15:57:00+00:00
18238,6616941196042483685,18238,18238,asset__001,run__001,NORMAL,0,1,0.5778890505365164,18238,2018-04-13 15:58:00+00:00
18239,1277305820416761746,18239,18239,asset__001,run__001,NORMAL,0,1,0.5715138417050304,18239,2018-04-13 15:59:00+00:00
18240,12918415002948856805,18240,18240,asset__001,run__001,NORMAL,0,1,0.5673210004101082,18240,2018-04-13 16:00:00+00:00
18241,6618241796897764542,18241,18241,asset__001,run__001,NORMAL,0,1,0.5673210004101082,18241,2018-04-13 16:01:00+00:00
18242,7620918741127696704,18242,18242,asset__001,run__001,NORMAL,0,1,0.5696476676604393,18242,2018-04-13 16:02:00+00:00
18243,2575148568333224681,18243,18243,asset__001,run__001,NORMAL,0,1,0.5680091293401432,18243,2018-04-13 16:03:00+00:00
18244,16411306485306029651,18244,18244,asset__001,run__001,NORMAL,0,1,0.5663948139761589,18244,2018-04-13 16:04:00+00:00
18245,5622124892164259546,18245,18245,asset__001,run__001,NORMAL,0,1,0.5664392962462402,18245,2018-04-13 16:05:00+00:00
18246,8088915270493416939,18246,18246,asset__001,run__001,NORMAL,0,1,0.5618588063008257,18246,2018-04-13 16:06:00+00:00
18247,9430579009995450341,18247,18247,asset__001,run__001,NORMAL,0,1,0.5629016174314418,18247,2018-04-13 16:07:00+00:00
18248,8493944573792789009,18248,18248,asset__001,run__001,NORMAL,0,1,0.5657409810733199,18248,2018-04-13 16:08:00+00:00
18249,1155744690673577659,18249,18249,asset__001,run__001,NORMAL,0,1,0.5727828702676686,18249,2018-04-13 16:09:00+00:00
18250,10339622189165993078,18250,18250,asset__001,run__001,NORMAL,0,1,0.5801857640809521,18250,2018-04-13 16:10:00+00:00
18251,3522982019667598299,18251,18251,asset__001,run__001,NORMAL,0,1,0.5824645981115723,18251,2018-04-13 16:11:00+00:00
18252,12255592315540266967,18252,18252,asset__001,run__001,NORMAL,0,1,0.582071565067793,18252,2018-04-13 16:12:00+00:00
18253,6149546409541215273,18253,18253,asset__001,run__001,NORMAL,0,1,0.5908947424644777,18253,2018-04-13 16:13:00+00:00
18254,16615275554788269338,18254,18254,asset__001,run__001,NORMAL,0,1,0.5938971614889189,18254,2018-04-13 16:14:00+00:00
18255,10598092722309393939,18255,18255,asset__001,run__001,NORMAL,0,1,0.603089143187392,18255,2018-04-13 16:15:00+00:00
18256,211953079559464653,18256,18256,asset__001,run__001,NORMAL,0,1,0.6088538158262146,18256,2018-04-13 16:16:00+00:00
18257,15976325818090888630,18257,18257,asset__001,run__001,NORMAL,0,1,0.6173287958698594,18257,2018-04-13 16:17:00+00:00
18258,8154017952318701181,18258,18258,asset__001,run__001,NORMAL,0,1,0.6228479077450841,18258,2018-04-13 16:18:00+00:00
18259,7323076169823906819,18259,18259,asset__001,run__001,NORMAL,0,1,0.6273585904989484,18259,2018-04-13 16:19:00+00:00
18260,3462190022302547013,18260,18260,asset__001,run__001,NORMAL,0,1,0.6278815168006846,18260,2018-04-13 16:20:00+00:00
18261,1980502187433926213,18261,18261,asset__001,run__001,NORMAL,0,1,0.6300773482934203,18261,2018-04-13 16:21:00+00:00
18262,1221029032645779145,18262,18262,asset__001,run__001,NORMAL,0,1,0.6354024296277955,18262,2018-04-13 16:22:00+00:00
18263,5574446775581021177,18263,18263,asset__001,run__001,NORMAL,0,1,0.6331496788911101,18263,2018-04-13 16:23:00+00:00
18264,7325221041332785127,18264,18264,asset__001,run__001,NORMAL,0,1,0.6302551019225768,18264,2018-04-13 16:24:00+00:00
18265,15326875191948623272,18265,18265,asset__001,run__001,NORMAL,0,1,0.6309899556543123,18265,2018-04-13 16:25:00+00:00
18266,7971665904833878372,18266,18266,asset__001,run__001,NORMAL,0,1,0.6399735566885335,18266,2018-04-13 16:26:00+00:00
18267,17592841131012537995,18267,18267,asset__001,run__001,NORMAL,0,1,0.6376704520043837,18267,2018-04-13 16:27:00+00:00
18268,2624961503325863497,18268,18268,asset__001,run__001,NORMAL,0,1,0.6398717310497918,18268,2018-04-13 16:28:00+00:00
18269,5526054901274675444,18269,18269,asset__001,run__001,NORMAL,0,1,0.6414131440935191,18269,2018-04-13 16:29:00+00:00
18270,7189915902238427458,18270,18270,asset__001,run__001,NORMAL,0,1,0.640941974852133,18270,2018-04-13 16:30:00+00:00
18271,13908852571142877701,18271,18271,asset__001,run__001,NORMAL,0,1,0.6413607821719206,18271,2018-04-13 16:31:00+00:00
18272,6764727575798868001,18272,18272,asset__001,run__001,NORMAL,0,1,0.6428493835621141,18272,2018-04-13 16:32:00+00:00
18273,3991545765689647267,18273,18273,asset__001,run__001,NORMAL,0,1,0.6415613726250446,18273,2018-04-13 16:33:00+00:00
18274,3999318648546215842,18274,18274,asset__001,run__001,NORMAL,0,1,0.6427403486173202,18274,2018-04-13 16:34:00+00:00
18275,16509299043508988418,18275,18275,asset__001,run__001,NORMAL,0,1,0.6313371430521906,18275,2018-04-13 16:35:00+00:00
18276,15623913162786456984,18276,18276,asset__001,run__001,NORMAL,0,1,0.6414323267162347,18276,2018-04-13 16:36:00+00:00
18277,3986317883520088858,18277,18277,asset__001,run__001,NORMAL,0,1,0.6440118368310309,18277,2018-04-13 16:37:00+00:00
18278,10896094780967667750,18278,18278,asset__001,run__001,NORMAL,0,1,0.6489305684390626,18278,2018-04-13 16:38:00+00:00
18279,14126474898554351006,18279,18279,asset__001,run__001,NORMAL,0,1,0.6468448858639897,18279,2018-04-13 16:39:00+00:00
18280,7660036018726780939,18280,18280,asset__001,run__001,NORMAL,0,1,0.648475227798829,18280,2018-04-13 16:40:00+00:00
18281,4124879070860997226,18281,18281,asset__001,run__001,NORMAL,0,1,0.6513742367649623,18281,2018-04-13 16:41:00+00:00
18282,113800743156992613,18282,18282,asset__001,run__001,NORMAL,0,1,0.6486111383602174,18282,2018-04-13 16:42:00+00:00
18283,266657017295832070,18283,18283,asset__001,run__001,NORMAL,0,1,0.6574701340032088,18283,2018-04-13 16:43:00+00:00
18284,14252539155181039527,18284,18284,asset__001,run__001,NORMAL,0,1,0.6525978479017033,18284,2018-04-13 16:44:00+00:00
18285,1461190948520297595,18285,18285,asset__001,run__001,NORMAL,0,1,0.6498230783827749,18285,2018-04-13 16:45:00+00:00
18286,16247289996160540968,18286,18286,asset__001,run__001,NORMAL,0,1,0.6556439777254653,18286,2018-04-13 16:46:00+00:00
18287,2861256447608457337,18287,18287,asset__001,run__001,NORMAL,0,1,0.6505280000300196,18287,2018-04-13 16:47:00+00:00
18288,1888133518911521402,18288,18288,asset__001,run__001,NORMAL,0,1,0.6555519849832696,18288,2018-04-13 16:48:00+00:00
18289,9499216492161958098,18289,18289,asset__001,run__001,NORMAL,0,1,0.6621475967738363,18289,2018-04-13 16:49:00+00:00
18290,5275201866167193304,18290,18290,asset__001,run__001,NORMAL,0,1,0.6529217823330744,18290,2018-04-13 16:50:00+00:00
18291,9471174403650302856,18291,18291,asset__001,run__001,NORMAL,0,1,0.6601537970340893,18291,2018-04-13 16:51:00+00:00
18292,10801771530220014379,18292,18292,asset__001,run__001,NORMAL,0,1,0.6583230648631813,18292,2018-04-13 16:52:00+00:00
18293,16513508086556286182,18293,18293,asset__001,run__001,NORMAL,0,1,0.6614854138719383,18293,2018-04-13 16:53:00+00:00
18294,17077448386997370395,18294,18294,asset__001,run__001,NORMAL,0,1,0.6565550367423361,18294,2018-04-13 16:54:00+00:00
18295,2810953877976107783,18295,18295,asset__001,run__001,NORMAL,0,1,0.6643822997014226,18295,2018-04-13 16:55:00+00:00
18296,465217244429652945,18296,18296,asset__001,run__001,NORMAL,0,1,0.664427432854542,18296,2018-04-13 16:56:00+00:00
18297,1616949781315021728,18297,18297,asset__001,run__001,NORMAL,0,1,0.6680133242010297,18297,2018-04-13 16:57:00+00:00
18298,789944527443616258,18298,18298,asset__001,run__001,NORMAL,0,1,0.6686833521264868,18298,2018-04-13 16:58:00+00:00
18299,13647139439565940820,18299,18299,asset__001,run__001,NORMAL,0,1,0.6727542462100771,18299,2018-04-13 16:59:00+00:00
18300,13223473211632238329,18300,18300,asset__001,run__001,NORMAL,0,1,0.6717580460107826,18300,2018-04-13 17:00:00+00:00
18301,10715770679342138335,18301,18301,asset__001,run__001,NORMAL,0,1,0.6717580460107826,18301,2018-04-13 17:01:00+00:00
18302,2107309598478835019,18302,18302,asset__001,run__001,NORMAL,0,1,0.6744788718628202,18302,2018-04-13 17:02:00+00:00
18303,14909284891201885221,18303,18303,asset__001,run__001,NORMAL,0,1,0.6834763247227442,18303,2018-04-13 17:03:00+00:00
18304,14744309935966813739,18304,18304,asset__001,run__001,NORMAL,0,1,0.6868379473282726,18304,2018-04-13 17:04:00+00:00
18305,7061488685486752269,18305,18305,asset__001,run__001,NORMAL,0,1,0.6780536520012657,18305,2018-04-13 17:05:00+00:00
18306,9351394356707299491,18306,18306,asset__001,run__001,NORMAL,0,1,0.6751717857211096,18306,2018-04-13 17:06:00+00:00
18307,9830152679080127903,18307,18307,asset__001,run__001,NORMAL,0,1,0.6854368311841395,18307,2018-04-13 17:07:00+00:00
18308,1270877099096432405,18308,18308,asset__001,run__001,NORMAL,0,1,0.6757735516442158,18308,2018-04-13 17:08:00+00:00
18309,9218985590182292089,18309,18309,asset__001,run__001,NORMAL,0,1,0.6666178190823189,18309,2018-04-13 17:09:00+00:00
18310,8645467177497113025,18310,18310,asset__001,run__001,NORMAL,0,1,0.6686197479475904,18310,2018-04-13 17:10:00+00:00
18311,8988062468373229793,18311,18311,asset__001,run__001,NORMAL,0,1,0.67154608809396,18311,2018-04-13 17:11:00+00:00
18312,3660520311341731708,18312,18312,asset__001,run__001,NORMAL,0,1,0.6661653849803824,18312,2018-04-13 17:12:00+00:00
18313,13637902470323147633,18313,18313,asset__001,run__001,NORMAL,0,1,0.6511213412641488,18313,2018-04-13 17:13:00+00:00
18314,4427838591721145,18314,18314,asset__001,run__001,NORMAL,0,1,0.6454839709078632,18314,2018-04-13 17:14:00+00:00
18315,3888596652544688443,18315,18315,asset__001,run__001,NORMAL,0,1,0.6449329196774997,18315,2018-04-13 17:15:00+00:00
18316,1049035720188800644,18316,18316,asset__001,run__001,NORMAL,0,1,0.6399731222945223,18316,2018-04-13 17:16:00+00:00
18317,575991203381749534,18317,18317,asset__001,run__001,NORMAL,0,1,0.6314551143524644,18317,2018-04-13 17:17:00+00:00
18318,1042579754328779145,18318,18318,asset__001,run__001,NORMAL,0,1,0.6246151693895301,18318,2018-04-13 17:18:00+00:00
18319,2894154228833114541,18319,18319,asset__001,run__001,NORMAL,0,1,0.6278543347579592,18319,2018-04-13 17:19:00+00:00
18320,6634374317765479629,18320,18320,asset__001,run__001,NORMAL,0,1,0.6233798532533855,18320,2018-04-13 17:20:00+00:00
18321,1494533787942050087,18321,18321,asset__001,run__001,NORMAL,0,1,0.6111791476267091,18321,2018-04-13 17:21:00+00:00
18322,13401027704931021581,18322,18322,asset__001,run__001,NORMAL,0,1,0.5967012291509295,18322,2018-04-13 17:22:00+00:00
18323,18355016731122189204,18323,18323,asset__001,run__001,NORMAL,0,1,0.5869038212760949,18323,2018-04-13 17:23:00+00:00
18324,7351775937267047974,18324,18324,asset__001,run__001,NORMAL,0,1,0.5822363304911347,18324,2018-04-13 17:24:00+00:00
18325,16908714702456016031,18325,18325,asset__001,run__001,NORMAL,0,1,0.5748044998801259,18325,2018-04-13 17:25:00+00:00
18326,7029653341635524924,18326,18326,asset__001,run__001,NORMAL,0,1,0.57097566561034,18326,2018-04-13 17:26:00+00:00
18327,4129846704953172749,18327,18327,asset__001,run__001,NORMAL,0,1,0.5614889164008255,18327,2018-04-13 17:27:00+00:00
18328,10580344025406814500,18328,18328,asset__001,run__001,NORMAL,0,1,0.5550383448545672,18328,2018-04-13 17:28:00+00:00
18329,12628101547466323314,18329,18329,asset__001,run__001,NORMAL,0,1,0.5544379008548842,18329,2018-04-13 17:29:00+00:00
18938,7710814428122635323,18938,18938,asset__001,run__001,NORMAL,0,1,0.5557933264572301,18938,2018-04-14 03:38:00+00:00
18939,4857633050739521900,18939,18939,asset__001,run__001,NORMAL,0,1,0.554039291978055,18939,2018-04-14 03:39:00+00:00
18940,10869506110311599119,18940,18940,asset__001,run__001,NORMAL,0,1,0.5543216378194049,18940,2018-04-14 03:40:00+00:00
18941,10692956565891484542,18941,18941,asset__001,run__001,NORMAL,0,1,0.5647308914413609,18941,2018-04-14 03:41:00+00:00
18942,211215235295616375,18942,18942,asset__001,run__001,NORMAL,0,1,0.5659336068400894,18942,2018-04-14 03:42:00+00:00
18943,902155595475206033,18943,18943,asset__001,run__001,NORMAL,0,1,0.5645538694048787,18943,2018-04-14 03:43:00+00:00
18944,9414310647076309861,18944,18944,asset__001,run__001,NORMAL,0,1,0.5607249805649849,18944,2018-04-14 03:44:00+00:00
18945,8718971078031318628,18945,18945,asset__001,run__001,NORMAL,0,1,0.5639487044945685,18945,2018-04-14 03:45:00+00:00
18946,3890239863168257242,18946,18946,asset__001,run__001,NORMAL,0,1,0.5641274420037711,18946,2018-04-14 03:46:00+00:00
18947,5265999929374382993,18947,18947,asset__001,run__001,NORMAL,0,1,0.5627608077563891,18947,2018-04-14 03:47:00+00:00
18948,14578094672556677396,18948,18948,asset__001,run__001,NORMAL,0,1,0.5655245077174611,18948,2018-04-14 03:48:00+00:00
18949,8801733035570053386,18949,18949,asset__001,run__001,NORMAL,0,1,0.5601448018370141,18949,2018-04-14 03:49:00+00:00
18950,3371166883792955679,18950,18950,asset__001,run__001,NORMAL,0,1,0.55815201067431,18950,2018-04-14 03:50:00+00:00
18951,7641107077149679365,18951,18951,asset__001,run__001,NORMAL,0,1,0.5526876302819838,18951,2018-04-14 03:51:00+00:00
18952,9324544719274912081,18952,18952,asset__001,run__001,NORMAL,0,1,0.5556568147204644,18952,2018-04-14 03:52:00+00:00
18954,5906103342722977199,18954,18954,asset__001,run__001,NORMAL,0,1,0.5556062020582677,18954,2018-04-14 03:54:00+00:00
18958,3993126005348067111,18958,18958,asset__001,run__001,NORMAL,0,1,0.5528227089524381,18958,2018-04-14 03:58:00+00:00
18959,1382151890617908918,18959,18959,asset__001,run__001,NORMAL,0,1,0.5553071086279796,18959,2018-04-14 03:59:00+00:00
18960,10305714040813395187,18960,18960,asset__001,run__001,NORMAL,0,1,0.5561545076900747,18960,2018-04-14 04:00:00+00:00
18961,1204094987745862363,18961,18961,asset__001,run__001,NORMAL,0,1,0.5561545076900747,18961,2018-04-14 04:01:00+00:00
18962,8640820124459360893,18962,18962,asset__001,run__001,NORMAL,0,1,0.5527507984833523,18962,2018-04-14 04:02:00+00:00
18963,13868818359942889611,18963,18963,asset__001,run__001,NORMAL,0,1,0.55458256116478,18963,2018-04-14 04:03:00+00:00
18964,3345797440008731837,18964,18964,asset__001,run__001,NORMAL,0,1,0.5565723632586335,18964,2018-04-14 04:04:00+00:00
18965,13622263675718831939,18965,18965,asset__001,run__001,NORMAL,0,1,0.557982125886282,18965,2018-04-14 04:05:00+00:00
18966,13782869458559651301,18966,18966,asset__001,run__001,NORMAL,0,1,0.5575647962747127,18966,2018-04-14 04:06:00+00:00
18967,10627914195024252016,18967,18967,asset__001,run__001,NORMAL,0,1,0.5543984489125657,18967,2018-04-14 04:07:00+00:00
18968,4129079684340969474,18968,18968,asset__001,run__001,NORMAL,0,1,0.5597243707535728,18968,2018-04-14 04:08:00+00:00
18969,14144171241351120914,18969,18969,asset__001,run__001,NORMAL,0,1,0.5584996515043074,18969,2018-04-14 04:09:00+00:00
18970,14715521677116996414,18970,18970,asset__001,run__001,NORMAL,0,1,0.5662365426879719,18970,2018-04-14 04:10:00+00:00
18971,3168812666572036925,18971,18971,asset__001,run__001,NORMAL,0,1,0.5666457304763588,18971,2018-04-14 04:11:00+00:00
18972,1957070877434422491,18972,18972,asset__001,run__001,NORMAL,0,1,0.5696791274270929,18972,2018-04-14 04:12:00+00:00
18973,14478895824196790503,18973,18973,asset__001,run__001,NORMAL,0,1,0.5701454241212432,18973,2018-04-14 04:13:00+00:00
18974,15821538262588255865,18974,18974,asset__001,run__001,NORMAL,0,1,0.57076406365827,18974,2018-04-14 04:14:00+00:00
18975,4632160721983154900,18975,18975,asset__001,run__001,NORMAL,0,1,0.5712636870360311,18975,2018-04-14 04:15:00+00:00
18976,11422535994661075740,18976,18976,asset__001,run__001,NORMAL,0,1,0.5716992043648967,18976,2018-04-14 04:16:00+00:00
18977,16313218952543892500,18977,18977,asset__001,run__001,NORMAL,0,1,0.573081412654444,18977,2018-04-14 04:17:00+00:00
18978,5636001736265881248,18978,18978,asset__001,run__001,NORMAL,0,1,0.5782805814144559,18978,2018-04-14 04:18:00+00:00
18979,7809328642250956820,18979,18979,asset__001,run__001,NORMAL,0,1,0.5754249296842465,18979,2018-04-14 04:19:00+00:00
18980,9521258126513532785,18980,18980,asset__001,run__001,NORMAL,0,1,0.57333773523299,18980,2018-04-14 04:20:00+00:00
18981,18425718201298729893,18981,18981,asset__001,run__001,NORMAL,0,1,0.573239397804241,18981,2018-04-14 04:21:00+00:00
18982,17579845144809442211,18982,18982,asset__001,run__001,NORMAL,0,1,0.5715700889985115,18982,2018-04-14 04:22:00+00:00
18983,1458407841639750907,18983,18983,asset__001,run__001,NORMAL,0,1,0.5693623175835485,18983,2018-04-14 04:23:00+00:00
18984,4657420348447940564,18984,18984,asset__001,run__001,NORMAL,0,1,0.5733555100168864,18984,2018-04-14 04:24:00+00:00
18985,13050967882807309801,18985,18985,asset__001,run__001,NORMAL,0,1,0.5718734137563032,18985,2018-04-14 04:25:00+00:00
18986,3366821215675107628,18986,18986,asset__001,run__001,NORMAL,0,1,0.5746799240958113,18986,2018-04-14 04:26:00+00:00
18987,9006136592978036828,18987,18987,asset__001,run__001,NORMAL,0,1,0.5763663658893464,18987,2018-04-14 04:27:00+00:00
18988,5961129884320437646,18988,18988,asset__001,run__001,NORMAL,0,1,0.5748091378914325,18988,2018-04-14 04:28:00+00:00
18989,7708202389959801051,18989,18989,asset__001,run__001,NORMAL,0,1,0.5792512575547865,18989,2018-04-14 04:29:00+00:00
18990,18287771915354839680,18990,18990,asset__001,run__001,NORMAL,0,1,0.5812106180974473,18990,2018-04-14 04:30:00+00:00
18991,18020662318352928336,18991,18991,asset__001,run__001,NORMAL,0,1,0.5776632998192274,18991,2018-04-14 04:31:00+00:00
18992,13485760924169765145,18992,18992,asset__001,run__001,NORMAL,0,1,0.5752949404838111,18992,2018-04-14 04:32:00+00:00
18993,4648779366061498959,18993,18993,asset__001,run__001,NORMAL,0,1,0.5757604812698517,18993,2018-04-14 04:33:00+00:00
18994,11154315086279680165,18994,18994,asset__001,run__001,NORMAL,0,1,0.5781795716311622,18994,2018-04-14 04:34:00+00:00
18995,9281694444059729576,18995,18995,asset__001,run__001,NORMAL,0,1,0.5722776463460217,18995,2018-04-14 04:35:00+00:00
18996,10341660315322340055,18996,18996,asset__001,run__001,NORMAL,0,1,0.5733874610329797,18996,2018-04-14 04:36:00+00:00
18997,7712678315855873196,18997,18997,asset__001,run__001,NORMAL,0,1,0.5734160897601849,18997,2018-04-14 04:37:00+00:00
18998,7013007805331341095,18998,18998,asset__001,run__001,NORMAL,0,1,0.5725347850554112,18998,2018-04-14 04:38:00+00:00
18999,53554734723061459,18999,18999,asset__001,run__001,NORMAL,0,1,0.5746106683736764,18999,2018-04-14 04:39:00+00:00
19000,9816504061722176646,19000,19000,asset__001,run__001,NORMAL,0,1,0.5738882732872044,19000,2018-04-14 04:40:00+00:00
19001,2219754377068385920,19001,19001,asset__001,run__001,NORMAL,0,1,0.5728842438340974,19001,2018-04-14 04:41:00+00:00
19002,7327035809269010383,19002,19002,asset__001,run__001,NORMAL,0,1,0.5736323873316044,19002,2018-04-14 04:42:00+00:00
19003,60541252389112486,19003,19003,asset__001,run__001,NORMAL,0,1,0.5732589152686892,19003,2018-04-14 04:43:00+00:00
19004,639291771046417832,19004,19004,asset__001,run__001,NORMAL,0,1,0.5729453342408624,19004,2018-04-14 04:44:00+00:00
19005,10083901870411649389,19005,19005,asset__001,run__001,NORMAL,0,1,0.5734695285291542,19005,2018-04-14 04:45:00+00:00
19006,1496835222599905003,19006,19006,asset__001,run__001,NORMAL,0,1,0.5762315083719853,19006,2018-04-14 04:46:00+00:00
19007,10668307873009613169,19007,19007,asset__001,run__001,NORMAL,0,1,0.5736160551727124,19007,2018-04-14 04:47:00+00:00
19008,3278022732060009876,19008,19008,asset__001,run__001,NORMAL,0,1,0.5744320548388442,19008,2018-04-14 04:48:00+00:00
19009,9874158748120150617,19009,19009,asset__001,run__001,NORMAL,0,1,0.5747117238678175,19009,2018-04-14 04:49:00+00:00
19010,15745236302050269355,19010,19010,asset__001,run__001,NORMAL,0,1,0.5742451848109463,19010,2018-04-14 04:50:00+00:00
19011,16429416605273305250,19011,19011,asset__001,run__001,NORMAL,0,1,0.5704984984142824,19011,2018-04-14 04:51:00+00:00
19012,12372083386964988192,19012,19012,asset__001,run__001,NORMAL,0,1,0.5723545070090775,19012,2018-04-14 04:52:00+00:00
19013,16516404552648625636,19013,19013,asset__001,run__001,NORMAL,0,1,0.5693283732227992,19013,2018-04-14 04:53:00+00:00
19014,17361416716695072633,19014,19014,asset__001,run__001,NORMAL,0,1,0.5736649371738386,19014,2018-04-14 04:54:00+00:00
19015,18153551441348883861,19015,19015,asset__001,run__001,NORMAL,0,1,0.5750408929869952,19015,2018-04-14 04:55:00+00:00
19016,4721060534315737646,19016,19016,asset__001,run__001,NORMAL,0,1,0.57121204709889,19016,2018-04-14 04:56:00+00:00
19017,13520464273983810061,19017,19017,asset__001,run__001,NORMAL,0,1,0.5745810995421248,19017,2018-04-14 04:57:00+00:00
19018,10230856879421282982,19018,19018,asset__001,run__001,NORMAL,0,1,0.572427831785411,19018,2018-04-14 04:58:00+00:00
19019,8118447585826598469,19019,19019,asset__001,run__001,NORMAL,0,1,0.5809205021012809,19019,2018-04-14 04:59:00+00:00
19020,2696453306354839696,19020,19020,asset__001,run__001,NORMAL,0,1,0.5803542922561997,19020,2018-04-14 05:00:00+00:00
19021,4566574376532716090,19021,19021,asset__001,run__001,NORMAL,0,1,0.5803542922561997,19021,2018-04-14 05:01:00+00:00
19022,6591227174567951127,19022,19022,asset__001,run__001,NORMAL,0,1,0.5822670371088057,19022,2018-04-14 05:02:00+00:00
19023,1554741541447716324,19023,19023,asset__001,run__001,NORMAL,0,1,0.5854404666173952,19023,2018-04-14 05:03:00+00:00
19024,9293868803940706314,19024,19024,asset__001,run__001,NORMAL,0,1,0.5920958161964488,19024,2018-04-14 05:04:00+00:00
19025,16592360410809309041,19025,19025,asset__001,run__001,NORMAL,0,1,0.5924317181195473,19025,2018-04-14 05:05:00+00:00
19026,4374864072708673194,19026,19026,asset__001,run__001,NORMAL,0,1,0.5893250860033437,19026,2018-04-14 05:06:00+00:00
19027,5930381738653831798,19027,19027,asset__001,run__001,NORMAL,0,1,0.590807386720498,19027,2018-04-14 05:07:00+00:00
19028,10562424079826551853,19028,19028,asset__001,run__001,NORMAL,0,1,0.584746565547952,19028,2018-04-14 05:08:00+00:00
19029,12592864102629016847,19029,19029,asset__001,run__001,NORMAL,0,1,0.5911390823753946,19029,2018-04-14 05:09:00+00:00
19030,9967915971927692379,19030,19030,asset__001,run__001,NORMAL,0,1,0.5901672328756318,19030,2018-04-14 05:10:00+00:00
19031,9100490274793373185,19031,19031,asset__001,run__001,NORMAL,0,1,0.5896068064280922,19031,2018-04-14 05:11:00+00:00
19032,12559189680659367899,19032,19032,asset__001,run__001,NORMAL,0,1,0.5893308806592087,19032,2018-04-14 05:12:00+00:00
19033,2093595142054728646,19033,19033,asset__001,run__001,NORMAL,0,1,0.5902934729356069,19033,2018-04-14 05:13:00+00:00
19034,4226803637942502472,19034,19034,asset__001,run__001,NORMAL,0,1,0.5964429034101173,19034,2018-04-14 05:14:00+00:00
19035,15637206760383455919,19035,19035,asset__001,run__001,NORMAL,0,1,0.592536581861986,19035,2018-04-14 05:15:00+00:00
