meta__row_id,meta__record_id,time_index,event_step,meta__asset_id,meta__run_id,machine_status,anomaly_flag,cascade_final_flag,stage2_score,stage2_model_decision,stage2_model_pred,stage1_flag,stage2_raw_flag,stage2_flag,stage3_profile_breach_count,stage3_secondary_breach_count,stage3_persistence_flag,stage3_drift_flag,stage3_rule_evidence_count,plot_order_index,event_time
27845,6915145112988473868,27845,27845,asset__001,run__001,NORMAL,0,1,0.6429862807788465,-0.1429862807788464,-1.0,1,1,1,2,4,1,0,3,27845,2018-04-20 08:05:00+00:00
27846,11583718322782800924,27846,27846,asset__001,run__001,NORMAL,0,1,0.6412674622396898,-0.1412674622396897,-1.0,1,1,1,2,4,1,0,3,27846,2018-04-20 08:06:00+00:00
27847,6944372538110518107,27847,27847,asset__001,run__001,NORMAL,0,1,0.6471358275737593,-0.1471358275737593,-1.0,1,1,1,2,4,1,0,3,27847,2018-04-20 08:07:00+00:00
27848,16401208851174231085,27848,27848,asset__001,run__001,NORMAL,0,1,0.6515152394698391,-0.1515152394698391,-1.0,1,1,1,2,4,1,0,3,27848,2018-04-20 08:08:00+00:00
27849,12525207932007810793,27849,27849,asset__001,run__001,NORMAL,0,1,0.6497336307456887,-0.1497336307456886,-1.0,1,1,1,2,4,1,0,3,27849,2018-04-20 08:09:00+00:00
27850,6156675888375722845,27850,27850,asset__001,run__001,NORMAL,0,1,0.6600955300923207,-0.1600955300923207,-1.0,1,1,1,2,4,1,0,3,27850,2018-04-20 08:10:00+00:00
27851,12898782579547909767,27851,27851,asset__001,run__001,NORMAL,0,1,0.6617383669964875,-0.1617383669964874,-1.0,1,1,1,2,4,1,0,3,27851,2018-04-20 08:11:00+00:00
27852,14164659164903256949,27852,27852,asset__001,run__001,NORMAL,0,1,0.6611980102592873,-0.1611980102592872,-1.0,1,1,1,2,5,1,0,3,27852,2018-04-20 08:12:00+00:00
27853,10579563695697378276,27853,27853,asset__001,run__001,NORMAL,0,1,0.6659733972348818,-0.1659733972348818,-1.0,1,1,1,2,5,1,0,3,27853,2018-04-20 08:13:00+00:00
27854,15233485843346468525,27854,27854,asset__001,run__001,NORMAL,0,1,0.6721644875897633,-0.1721644875897633,-1.0,1,1,1,2,4,1,0,3,27854,2018-04-20 08:14:00+00:00
27855,9310113838816720452,27855,27855,asset__001,run__001,NORMAL,0,1,0.6698759654395465,-0.1698759654395465,-1.0,1,1,1,2,4,1,0,3,27855,2018-04-20 08:15:00+00:00
27856,16979800243107532960,27856,27856,asset__001,run__001,NORMAL,0,1,0.6698759654395465,-0.1698759654395465,-1.0,1,1,1,2,4,1,0,3,27856,2018-04-20 08:16:00+00:00
27857,15054730553417244767,27857,27857,asset__001,run__001,NORMAL,0,1,0.6735116272074084,-0.1735116272074084,-1.0,1,1,1,2,4,1,0,3,27857,2018-04-20 08:17:00+00:00
27858,11495665518199253416,27858,27858,asset__001,run__001,NORMAL,0,1,0.6853494804986757,-0.1853494804986757,-1.0,1,1,1,2,4,1,0,3,27858,2018-04-20 08:18:00+00:00
27859,3373986354384426183,27859,27859,asset__001,run__001,NORMAL,0,1,0.6769861220223509,-0.1769861220223508,-1.0,1,1,1,2,4,1,0,3,27859,2018-04-20 08:19:00+00:00
27860,4958759912644621361,27860,27860,asset__001,run__001,NORMAL,0,1,0.6742274288183548,-0.1742274288183548,-1.0,1,1,1,2,4,1,0,3,27860,2018-04-20 08:20:00+00:00
27861,7497085947813070408,27861,27861,asset__001,run__001,NORMAL,0,1,0.6710918294941184,-0.1710918294941183,-1.0,1,1,1,2,4,1,0,3,27861,2018-04-20 08:21:00+00:00
27862,13127588274401679017,27862,27862,asset__001,run__001,NORMAL,0,1,0.67491369971164,-0.1749136997116399,-1.0,1,1,1,2,4,1,0,3,27862,2018-04-20 08:22:00+00:00
27863,4996139093818190151,27863,27863,asset__001,run__001,NORMAL,0,1,0.6665643656139811,-0.1665643656139811,-1.0,1,1,1,2,4,1,0,3,27863,2018-04-20 08:23:00+00:00
27864,10787000972855319464,27864,27864,asset__001,run__001,NORMAL,0,1,0.6724262468629596,-0.1724262468629596,-1.0,1,1,1,2,4,1,0,3,27864,2018-04-20 08:24:00+00:00
27865,1887217458927085988,27865,27865,asset__001,run__001,NORMAL,0,1,0.6671024039101013,-0.1671024039101013,-1.0,1,1,1,2,4,1,0,3,27865,2018-04-20 08:25:00+00:00
27866,10140676152148632108,27866,27866,asset__001,run__001,NORMAL,0,1,0.6674669528101788,-0.1674669528101787,-1.0,1,1,1,2,4,1,0,3,27866,2018-04-20 08:26:00+00:00
27867,12922309775365148829,27867,27867,asset__001,run__001,NORMAL,0,1,0.6661135298179554,-0.1661135298179553,-1.0,1,1,1,2,4,1,0,3,27867,2018-04-20 08:27:00+00:00
27868,4926679133985578154,27868,27868,asset__001,run__001,NORMAL,0,1,0.6681314183742769,-0.1681314183742769,-1.0,1,1,1,2,4,1,0,3,27868,2018-04-20 08:28:00+00:00
27869,10622085896440991440,27869,27869,asset__001,run__001,NORMAL,0,1,0.6645910977744475,-0.1645910977744474,-1.0,1,1,1,2,4,1,0,3,27869,2018-04-20 08:29:00+00:00
27870,16788288556283339279,27870,27870,asset__001,run__001,NORMAL,0,1,0.6688631339735996,-0.1688631339735996,-1.0,1,1,1,2,4,1,0,3,27870,2018-04-20 08:30:00+00:00
27871,1389767826797318713,27871,27871,asset__001,run__001,NORMAL,0,1,0.6730379863868015,-0.1730379863868014,-1.0,1,1,1,2,4,1,0,3,27871,2018-04-20 08:31:00+00:00
27872,12004960894255161071,27872,27872,asset__001,run__001,NORMAL,0,1,0.6657882568345211,-0.1657882568345211,-1.0,1,1,1,2,4,1,0,3,27872,2018-04-20 08:32:00+00:00
27873,14154601054743456850,27873,27873,asset__001,run__001,NORMAL,0,1,0.6647628511620443,-0.1647628511620442,-1.0,1,1,1,2,4,1,0,3,27873,2018-04-20 08:33:00+00:00
27874,1032279530417232665,27874,27874,asset__001,run__001,NORMAL,0,1,0.6626099969179307,-0.1626099969179306,-1.0,1,1,1,2,4,1,0,3,27874,2018-04-20 08:34:00+00:00
27875,6114413540661252134,27875,27875,asset__001,run__001,NORMAL,0,1,0.6668989948729145,-0.1668989948729144,-1.0,1,1,1,2,4,1,0,3,27875,2018-04-20 08:35:00+00:00
27876,13270699387932447171,27876,27876,asset__001,run__001,NORMAL,0,1,0.6643132338337973,-0.1643132338337972,-1.0,1,1,1,2,4,1,0,3,27876,2018-04-20 08:36:00+00:00
27877,10905664545846510482,27877,27877,asset__001,run__001,NORMAL,0,1,0.6749400031012275,-0.1749400031012274,-1.0,1,1,1,2,4,1,0,3,27877,2018-04-20 08:37:00+00:00
27878,11819281267547737148,27878,27878,asset__001,run__001,NORMAL,0,1,0.6652994353093737,-0.1652994353093737,-1.0,1,1,1,2,4,1,0,3,27878,2018-04-20 08:38:00+00:00
27879,340683096760659084,27879,27879,asset__001,run__001,NORMAL,0,1,0.6662542330878627,-0.1662542330878627,-1.0,1,1,1,2,4,1,0,3,27879,2018-04-20 08:39:00+00:00
27880,2780370864160258446,27880,27880,asset__001,run__001,NORMAL,0,1,0.6686774413623257,-0.1686774413623256,-1.0,1,1,1,2,4,1,0,3,27880,2018-04-20 08:40:00+00:00
27881,8927333359805816410,27881,27881,asset__001,run__001,NORMAL,0,1,0.6676146510796915,-0.1676146510796915,-1.0,1,1,1,2,4,1,0,3,27881,2018-04-20 08:41:00+00:00
27882,5117728363725808729,27882,27882,asset__001,run__001,NORMAL,0,1,0.6631029142302977,-0.1631029142302976,-1.0,1,1,1,2,4,1,0,3,27882,2018-04-20 08:42:00+00:00
27883,8647867268933886867,27883,27883,asset__001,run__001,NORMAL,0,1,0.6614231239024698,-0.1614231239024698,-1.0,1,1,1,2,4,1,0,3,27883,2018-04-20 08:43:00+00:00
27884,16814567576027382605,27884,27884,asset__001,run__001,NORMAL,0,1,0.6635517123957781,-0.1635517123957781,-1.0,1,1,1,2,4,1,0,3,27884,2018-04-20 08:44:00+00:00
27885,8315927280630278794,27885,27885,asset__001,run__001,NORMAL,0,1,0.6677983477835512,-0.1677983477835511,-1.0,1,1,1,2,4,1,0,3,27885,2018-04-20 08:45:00+00:00
27886,8174748981989428554,27886,27886,asset__001,run__001,NORMAL,0,1,0.6688321288416358,-0.1688321288416358,-1.0,1,1,1,2,4,1,0,3,27886,2018-04-20 08:46:00+00:00
27887,6145062072160059516,27887,27887,asset__001,run__001,NORMAL,0,1,0.6668373194089205,-0.1668373194089205,-1.0,1,1,1,2,4,1,0,3,27887,2018-04-20 08:47:00+00:00
27888,4263582395519204970,27888,27888,asset__001,run__001,NORMAL,0,1,0.6757265695918886,-0.1757265695918886,-1.0,1,1,1,2,5,1,0,3,27888,2018-04-20 08:48:00+00:00
27889,1037995100880204228,27889,27889,asset__001,run__001,NORMAL,0,1,0.6631029142302977,-0.1631029142302976,-1.0,1,1,1,2,5,1,0,3,27889,2018-04-20 08:49:00+00:00
27890,9682512410617187497,27890,27890,asset__001,run__001,NORMAL,0,1,0.6687382856833196,-0.1687382856833196,-1.0,1,1,1,2,5,1,0,3,27890,2018-04-20 08:50:00+00:00
27891,4529383756591752215,27891,27891,asset__001,run__001,NORMAL,0,1,0.6690970044572989,-0.1690970044572989,-1.0,1,1,1,2,5,1,0,3,27891,2018-04-20 08:51:00+00:00
27892,6557836436602708891,27892,27892,asset__001,run__001,NORMAL,0,1,0.6613303202941295,-0.1613303202941295,-1.0,1,1,1,2,5,1,0,3,27892,2018-04-20 08:52:00+00:00
27893,10322302482591525878,27893,27893,asset__001,run__001,NORMAL,0,1,0.6663325137302111,-0.166332513730211,-1.0,1,1,1,2,5,1,1,4,27893,2018-04-20 08:53:00+00:00
27894,17505278369080892999,27894,27894,asset__001,run__001,NORMAL,0,1,0.662154623681107,-0.162154623681107,-1.0,1,1,1,3,5,1,1,4,27894,2018-04-20 08:54:00+00:00
27895,16259318032817246122,27895,27895,asset__001,run__001,NORMAL,0,1,0.6590663607621152,-0.1590663607621152,-1.0,1,1,1,2,5,1,0,3,27895,2018-04-20 08:55:00+00:00
27896,2602464859577909682,27896,27896,asset__001,run__001,NORMAL,0,1,0.65817513332956,-0.15817513332956,-1.0,1,1,1,2,5,1,0,3,27896,2018-04-20 08:56:00+00:00
27897,10150133459952559088,27897,27897,asset__001,run__001,NORMAL,0,1,0.6604054651731909,-0.1604054651731908,-1.0,1,1,1,2,5,1,0,3,27897,2018-04-20 08:57:00+00:00
27898,8516318134279429684,27898,27898,asset__001,run__001,NORMAL,0,1,0.6721521188959325,-0.1721521188959325,-1.0,1,1,1,3,5,1,0,3,27898,2018-04-20 08:58:00+00:00
27899,14734464614229018745,27899,27899,asset__001,run__001,NORMAL,0,1,0.6649817979999328,-0.1649817979999328,-1.0,1,1,1,3,5,1,0,3,27899,2018-04-20 08:59:00+00:00
27900,4504441336915333480,27900,27900,asset__001,run__001,NORMAL,0,1,0.6593543336178643,-0.1593543336178643,-1.0,1,1,1,3,5,1,0,3,27900,2018-04-20 09:00:00+00:00
27901,8412679495950226343,27901,27901,asset__001,run__001,NORMAL,0,1,0.6593543336178643,-0.1593543336178643,-1.0,1,1,1,3,5,1,0,3,27901,2018-04-20 09:01:00+00:00
27902,1413734875016959336,27902,27902,asset__001,run__001,NORMAL,0,1,0.6659728285046751,-0.1659728285046751,-1.0,1,1,1,3,5,1,0,3,27902,2018-04-20 09:02:00+00:00
27903,7339601423973336954,27903,27903,asset__001,run__001,NORMAL,0,1,0.6595562818324299,-0.1595562818324298,-1.0,1,1,1,3,5,1,0,3,27903,2018-04-20 09:03:00+00:00
27904,15969478940626641923,27904,27904,asset__001,run__001,NORMAL,0,1,0.667419610586425,-0.1674196105864249,-1.0,1,1,1,3,5,1,0,3,27904,2018-04-20 09:04:00+00:00
27905,12081039778255033880,27905,27905,asset__001,run__001,NORMAL,0,1,0.6632223268497046,-0.1632223268497046,-1.0,1,1,1,3,5,1,0,3,27905,2018-04-20 09:05:00+00:00
27906,16631130101509160770,27906,27906,asset__001,run__001,NORMAL,0,1,0.6565514813022661,-0.1565514813022661,-1.0,1,1,1,3,5,1,0,3,27906,2018-04-20 09:06:00+00:00
27907,5923326706962166860,27907,27907,asset__001,run__001,NORMAL,0,1,0.6642135837643093,-0.1642135837643092,-1.0,1,1,1,3,5,1,0,3,27907,2018-04-20 09:07:00+00:00
27908,7769069835297853964,27908,27908,asset__001,run__001,NORMAL,0,1,0.6664235690719061,-0.1664235690719061,-1.0,1,1,1,3,4,1,0,3,27908,2018-04-20 09:08:00+00:00
27909,12321964987691768129,27909,27909,asset__001,run__001,NORMAL,0,1,0.6558689874659847,-0.1558689874659846,-1.0,1,1,1,3,4,1,1,4,27909,2018-04-20 09:09:00+00:00
27910,7260655069069246423,27910,27910,asset__001,run__001,NORMAL,0,1,0.6552237559624507,-0.1552237559624507,-1.0,1,1,1,2,4,1,1,4,27910,2018-04-20 09:10:00+00:00
27911,13652461026072661779,27911,27911,asset__001,run__001,NORMAL,0,1,0.6655648838092633,-0.1655648838092632,-1.0,1,1,1,3,4,1,1,4,27911,2018-04-20 09:11:00+00:00
27912,7482132153255246519,27912,27912,asset__001,run__001,NORMAL,0,1,0.6570730060091825,-0.1570730060091825,-1.0,1,1,1,3,5,1,0,3,27912,2018-04-20 09:12:00+00:00
27913,8911545771857616604,27913,27913,asset__001,run__001,NORMAL,0,1,0.6570730060091825,-0.1570730060091825,-1.0,1,1,1,3,5,1,0,3,27913,2018-04-20 09:13:00+00:00
27914,17279732683361308798,27914,27914,asset__001,run__001,NORMAL,0,1,0.6670757203634649,-0.1670757203634648,-1.0,1,1,1,3,5,1,0,3,27914,2018-04-20 09:14:00+00:00
27915,101061946734086133,27915,27915,asset__001,run__001,NORMAL,0,1,0.6564705672022492,-0.1564705672022491,-1.0,1,1,1,3,5,1,0,3,27915,2018-04-20 09:15:00+00:00
27916,16743085518812935318,27916,27916,asset__001,run__001,NORMAL,0,1,0.65140133801397,-0.15140133801397,-1.0,1,1,1,3,4,1,0,3,27916,2018-04-20 09:16:00+00:00
27917,9409727662311838186,27917,27917,asset__001,run__001,NORMAL,0,1,0.6446570361837567,-0.1446570361837567,-1.0,1,1,1,3,3,1,0,3,27917,2018-04-20 09:17:00+00:00
27918,4907749630659211006,27918,27918,asset__001,run__001,NORMAL,0,1,0.6420453441041913,-0.1420453441041913,-1.0,1,1,1,3,3,1,0,3,27918,2018-04-20 09:18:00+00:00
27919,5324520619513979060,27919,27919,asset__001,run__001,NORMAL,0,1,0.6372846915085135,-0.1372846915085135,-1.0,1,1,1,2,3,1,0,3,27919,2018-04-20 09:19:00+00:00
27920,16701702170295648096,27920,27920,asset__001,run__001,NORMAL,0,1,0.634953049409801,-0.134953049409801,-1.0,1,1,1,3,3,1,0,3,27920,2018-04-20 09:20:00+00:00
27921,15701134922837655611,27921,27921,asset__001,run__001,NORMAL,0,1,0.6246752687456029,-0.1246752687456028,-1.0,1,1,1,2,3,1,0,3,27921,2018-04-20 09:21:00+00:00
27922,17654201940009399467,27922,27922,asset__001,run__001,NORMAL,0,1,0.6125636313970856,-0.1125636313970855,-1.0,1,1,1,2,3,1,0,3,27922,2018-04-20 09:22:00+00:00
27923,6116633975271025302,27923,27923,asset__001,run__001,NORMAL,0,1,0.6149157033515494,-0.1149157033515494,-1.0,1,1,1,2,3,1,0,3,27923,2018-04-20 09:23:00+00:00
27924,11557541083083105182,27924,27924,asset__001,run__001,NORMAL,0,1,0.6081181894130249,-0.1081181894130248,-1.0,1,1,1,2,3,1,0,3,27924,2018-04-20 09:24:00+00:00
27929,4771447650576604629,27929,27929,asset__001,run__001,NORMAL,0,1,0.6082143030298407,-0.1082143030298407,-1.0,1,1,1,3,2,0,0,2,27929,2018-04-20 09:29:00+00:00
27933,192389852743578326,27933,27933,asset__001,run__001,NORMAL,0,1,0.6092823598216436,-0.1092823598216435,-1.0,1,1,1,2,4,0,0,2,27933,2018-04-20 09:33:00+00:00
27934,6463407933567592960,27934,27934,asset__001,run__001,NORMAL,0,1,0.6122607343619003,-0.1122607343619003,-1.0,1,1,1,2,4,1,0,3,27934,2018-04-20 09:34:00+00:00
27935,4576181283377869459,27935,27935,asset__001,run__001,NORMAL,0,1,0.627839355111329,-0.127839355111329,-1.0,1,1,1,2,4,1,1,4,27935,2018-04-20 09:35:00+00:00
27936,8722011786499367006,27936,27936,asset__001,run__001,NORMAL,0,1,0.6420792189100669,-0.1420792189100669,-1.0,1,1,1,2,4,1,1,4,27936,2018-04-20 09:36:00+00:00
27937,11802365918294324594,27937,27937,asset__001,run__001,NORMAL,0,1,0.6414835146024532,-0.1414835146024532,-1.0,1,1,1,2,4,1,0,3,27937,2018-04-20 09:37:00+00:00
27938,2703100385642544052,27938,27938,asset__001,run__001,NORMAL,0,1,0.6348219105824228,-0.1348219105824227,-1.0,1,1,1,2,4,1,0,3,27938,2018-04-20 09:38:00+00:00
27939,124481483921960396,27939,27939,asset__001,run__001,NORMAL,0,1,0.6332831419733763,-0.1332831419733763,-1.0,1,1,1,2,4,1,0,3,27939,2018-04-20 09:39:00+00:00
27940,2972390230490236701,27940,27940,asset__001,run__001,NORMAL,0,1,0.6420520904702715,-0.1420520904702714,-1.0,1,1,1,2,4,1,0,3,27940,2018-04-20 09:40:00+00:00
27941,9256108823072896411,27941,27941,asset__001,run__001,NORMAL,0,1,0.6405180759092594,-0.1405180759092593,-1.0,1,1,1,2,4,1,0,3,27941,2018-04-20 09:41:00+00:00
27942,18363873331199542251,27942,27942,asset__001,run__001,NORMAL,0,1,0.6373067228869909,-0.1373067228869908,-1.0,1,1,1,2,4,1,0,3,27942,2018-04-20 09:42:00+00:00
27943,4013698177462533864,27943,27943,asset__001,run__001,NORMAL,0,1,0.648858391641347,-0.1488583916413469,-1.0,1,1,1,2,4,1,0,3,27943,2018-04-20 09:43:00+00:00
27944,11269346680265563574,27944,27944,asset__001,run__001,NORMAL,0,1,0.6438785230821846,-0.1438785230821846,-1.0,1,1,1,2,4,1,0,3,27944,2018-04-20 09:44:00+00:00
27945,14795103610855492170,27945,27945,asset__001,run__001,NORMAL,0,1,0.6473882279396188,-0.1473882279396188,-1.0,1,1,1,2,4,1,0,3,27945,2018-04-20 09:45:00+00:00
27946,18190872914642750491,27946,27946,asset__001,run__001,NORMAL,0,1,0.646512792349816,-0.1465127923498159,-1.0,1,1,1,2,4,1,1,4,27946,2018-04-20 09:46:00+00:00
27947,1146324685052127275,27947,27947,asset__001,run__001,NORMAL,0,1,0.6502740267128696,-0.1502740267128696,-1.0,1,1,1,2,4,1,0,3,27947,2018-04-20 09:47:00+00:00
27948,1927452119698400162,27948,27948,asset__001,run__001,NORMAL,0,1,0.6493300246401136,-0.1493300246401135,-1.0,1,1,1,2,4,1,0,3,27948,2018-04-20 09:48:00+00:00
27949,7905973851325621151,27949,27949,asset__001,run__001,NORMAL,0,1,0.654904529989411,-0.1549045299894109,-1.0,1,1,1,2,4,1,0,3,27949,2018-04-20 09:49:00+00:00
27950,4836652430729067911,27950,27950,asset__001,run__001,NORMAL,0,1,0.6515773344092815,-0.1515773344092814,-1.0,1,1,1,2,5,1,0,3,27950,2018-04-20 09:50:00+00:00
27951,12989774984321930008,27951,27951,asset__001,run__001,NORMAL,0,1,0.6666258888947066,-0.1666258888947066,-1.0,1,1,1,2,5,1,0,3,27951,2018-04-20 09:51:00+00:00
27952,16262111411927502415,27952,27952,asset__001,run__001,NORMAL,0,1,0.6703234402626485,-0.1703234402626484,-1.0,1,1,1,2,5,1,0,3,27952,2018-04-20 09:52:00+00:00
27953,7534796369822163318,27953,27953,asset__001,run__001,NORMAL,0,1,0.66656552106374,-0.16656552106374,-1.0,1,1,1,2,4,1,0,3,27953,2018-04-20 09:53:00+00:00
27954,17016921149123712140,27954,27954,asset__001,run__001,NORMAL,0,1,0.6543206834988439,-0.1543206834988438,-1.0,1,1,1,2,4,1,0,3,27954,2018-04-20 09:54:00+00:00
27955,12695233673677729866,27955,27955,asset__001,run__001,NORMAL,0,1,0.6433388870533902,-0.1433388870533901,-1.0,1,1,1,2,4,1,1,4,27955,2018-04-20 09:55:00+00:00
27956,5929292734071393453,27956,27956,asset__001,run__001,NORMAL,0,1,0.6115317922431607,-0.1115317922431606,-1.0,1,1,1,2,4,1,1,4,27956,2018-04-20 09:56:00+00:00
27979,11976578759971332941,27979,27979,asset__001,run__001,NORMAL,0,1,0.6195789704600623,-0.1195789704600622,-1.0,1,1,1,1,3,0,0,1,27979,2018-04-20 10:19:00+00:00
27980,6507566805657878275,27980,27980,asset__001,run__001,NORMAL,0,1,0.6113049908356866,-0.1113049908356865,-1.0,1,1,1,1,3,1,0,2,27980,2018-04-20 10:20:00+00:00
27981,14783952494662986443,27981,27981,asset__001,run__001,NORMAL,0,1,0.6138746759469621,-0.1138746759469621,-1.0,1,1,1,1,4,1,0,2,27981,2018-04-20 10:21:00+00:00
27982,3749448871024599043,27982,27982,asset__001,run__001,NORMAL,0,1,0.6172559356987741,-0.1172559356987741,-1.0,1,1,1,1,4,1,0,2,27982,2018-04-20 10:22:00+00:00
27983,3764422756508263945,27983,27983,asset__001,run__001,NORMAL,0,1,0.617096954403029,-0.117096954403029,-1.0,1,1,1,1,4,1,1,3,27983,2018-04-20 10:23:00+00:00
27984,14340748407114296391,27984,27984,asset__001,run__001,NORMAL,0,1,0.6324123290577326,-0.1324123290577326,-1.0,1,1,1,1,4,1,1,3,27984,2018-04-20 10:24:00+00:00
27985,8726368071023700560,27985,27985,asset__001,run__001,NORMAL,0,1,0.6135020074793458,-0.1135020074793458,-1.0,1,1,1,1,4,1,0,2,27985,2018-04-20 10:25:00+00:00
27986,9685158757475975255,27986,27986,asset__001,run__001,NORMAL,0,1,0.6188260230515034,-0.1188260230515033,-1.0,1,1,1,1,4,1,0,2,27986,2018-04-20 10:26:00+00:00
27987,11207923939841377898,27987,27987,asset__001,run__001,NORMAL,0,1,0.6161941636188905,-0.1161941636188904,-1.0,1,1,1,1,3,1,1,3,27987,2018-04-20 10:27:00+00:00
27988,10999765242214992499,27988,27988,asset__001,run__001,NORMAL,0,1,0.6160417041573519,-0.1160417041573519,-1.0,1,1,1,1,4,1,0,2,27988,2018-04-20 10:28:00+00:00
28001,10217999993352798904,28001,28001,asset__001,run__001,NORMAL,0,1,0.6188228846502749,-0.1188228846502749,-1.0,1,1,1,2,4,0,0,2,28001,2018-04-20 10:41:00+00:00
28002,7148026089662001010,28002,28002,asset__001,run__001,NORMAL,0,1,0.6203434895741198,-0.1203434895741197,-1.0,1,1,1,2,4,1,0,3,28002,2018-04-20 10:42:00+00:00
28003,10230720147383914002,28003,28003,asset__001,run__001,NORMAL,0,1,0.6180329172559769,-0.1180329172559768,-1.0,1,1,1,2,4,1,0,3,28003,2018-04-20 10:43:00+00:00
28004,17681395954154060168,28004,28004,asset__001,run__001,NORMAL,0,1,0.6213819375931695,-0.1213819375931695,-1.0,1,1,1,2,4,1,0,3,28004,2018-04-20 10:44:00+00:00
28005,2339053129620318392,28005,28005,asset__001,run__001,NORMAL,0,1,0.6211553039628848,-0.1211553039628847,-1.0,1,1,1,2,4,1,0,3,28005,2018-04-20 10:45:00+00:00
28009,3829040966663998971,28009,28009,asset__001,run__001,NORMAL,0,1,0.609155639866276,-0.1091556398662759,-1.0,1,1,1,3,4,0,0,2,28009,2018-04-20 10:49:00+00:00
28010,4247469536650071267,28010,28010,asset__001,run__001,NORMAL,0,1,0.6133875617492701,-0.1133875617492701,-1.0,1,1,1,3,4,1,0,3,28010,2018-04-20 10:50:00+00:00
28014,14385615667118280485,28014,28014,asset__001,run__001,NORMAL,0,1,0.6149159772922443,-0.1149159772922443,-1.0,1,1,1,3,4,0,0,2,28014,2018-04-20 10:54:00+00:00
28015,15643572229951141667,28015,28015,asset__001,run__001,NORMAL,0,1,0.6180458660471468,-0.1180458660471468,-1.0,1,1,1,3,4,1,0,3,28015,2018-04-20 10:55:00+00:00
28016,8181345317421671471,28016,28016,asset__001,run__001,NORMAL,0,1,0.6261391121421798,-0.1261391121421797,-1.0,1,1,1,3,4,1,0,3,28016,2018-04-20 10:56:00+00:00
28017,5751261604309408248,28017,28017,asset__001,run__001,NORMAL,0,1,0.634785004459737,-0.1347850044597369,-1.0,1,1,1,3,4,1,0,3,28017,2018-04-20 10:57:00+00:00
28018,8964159801684350198,28018,28018,asset__001,run__001,NORMAL,0,1,0.6384499412247845,-0.1384499412247845,-1.0,1,1,1,3,4,1,0,3,28018,2018-04-20 10:58:00+00:00
28019,522953976734718309,28019,28019,asset__001,run__001,NORMAL,0,1,0.6427935340779211,-0.142793534077921,-1.0,1,1,1,3,4,1,0,3,28019,2018-04-20 10:59:00+00:00
28020,10162631508852342734,28020,28020,asset__001,run__001,NORMAL,0,1,0.6445355114450809,-0.1445355114450809,-1.0,1,1,1,3,4,1,0,3,28020,2018-04-20 11:00:00+00:00
28021,12414515809755605462,28021,28021,asset__001,run__001,NORMAL,0,1,0.6445355114450809,-0.1445355114450809,-1.0,1,1,1,3,4,1,0,3,28021,2018-04-20 11:01:00+00:00
28022,17226405149986999201,28022,28022,asset__001,run__001,NORMAL,0,1,0.6455917657709387,-0.1455917657709386,-1.0,1,1,1,3,4,1,0,3,28022,2018-04-20 11:02:00+00:00
28023,2422323068789568597,28023,28023,asset__001,run__001,NORMAL,0,1,0.6455917657709387,-0.1455917657709386,-1.0,1,1,1,3,4,1,0,3,28023,2018-04-20 11:03:00+00:00
28211,282635636026435689,28211,28211,asset__001,run__001,NORMAL,0,1,0.6294528748801071,-0.1294528748801071,-1.0,1,1,1,2,4,0,0,2,28211,2018-04-20 14:11:00+00:00
28213,4107838405156790591,28213,28213,asset__001,run__001,NORMAL,0,1,0.6298335883863889,-0.1298335883863889,-1.0,1,1,1,2,4,1,0,3,28213,2018-04-20 14:13:00+00:00
28221,13760770207068755262,28221,28221,asset__001,run__001,NORMAL,0,1,0.6192337159904541,-0.119233715990454,-1.0,1,1,1,2,4,0,0,2,28221,2018-04-20 14:21:00+00:00
28222,15432537376561241639,28222,28222,asset__001,run__001,NORMAL,0,1,0.6192895119190565,-0.1192895119190564,-1.0,1,1,1,2,4,1,0,3,28222,2018-04-20 14:22:00+00:00
28223,10916998438070118790,28223,28223,asset__001,run__001,NORMAL,0,1,0.6234753006953532,-0.1234753006953531,-1.0,1,1,1,2,4,1,0,3,28223,2018-04-20 14:23:00+00:00
28224,6488731601016536444,28224,28224,asset__001,run__001,NORMAL,0,1,0.6178219601124073,-0.1178219601124073,-1.0,1,1,1,2,4,1,0,3,28224,2018-04-20 14:24:00+00:00
28225,14548862008530175431,28225,28225,asset__001,run__001,NORMAL,0,1,0.6236464170108741,-0.123646417010874,-1.0,1,1,1,2,4,1,0,3,28225,2018-04-20 14:25:00+00:00
28226,17171493274842754073,28226,28226,asset__001,run__001,NORMAL,0,1,0.6190772633129671,-0.119077263312967,-1.0,1,1,1,2,4,1,0,3,28226,2018-04-20 14:26:00+00:00
28227,17991035215372931729,28227,28227,asset__001,run__001,NORMAL,0,1,0.6198341212691735,-0.1198341212691734,-1.0,1,1,1,2,4,1,0,3,28227,2018-04-20 14:27:00+00:00
28228,13226308365154744832,28228,28228,asset__001,run__001,NORMAL,0,1,0.6157990242180404,-0.1157990242180404,-1.0,1,1,1,2,4,1,0,3,28228,2018-04-20 14:28:00+00:00
69658,11571530549327345498,69658,69658,asset__001,run__001,RECOVERING,1,1,0.6184845489366558,-0.1184845489366558,-1.0,1,1,1,2,5,0,1,3,69658,2018-05-19 08:58:00+00:00
69659,15265095707468114256,69659,69659,asset__001,run__001,RECOVERING,1,1,0.6176481985637033,-0.1176481985637033,-1.0,1,1,1,2,5,1,0,3,69659,2018-05-19 08:59:00+00:00
